date,time,trk,cc,lap 1,lap 2,lap 3,total
2022-02-14,1:42 AM,SSC,150,41.940,39.149,39.090,2:00.179
2022-03-06,9:28 PM,SSC,150,41.306,39.066,39.076,1:59.448
2022-03-12,2:56 PM,SSC,150,40.672,39.340,39.409,1:59.421
2022-03-13,10:48 PM,SSC,150,40.516,39.166,39.084,1:58.766
2022-03-25,10:24 PM,SSC,150,40.325,38.915,38.827,1:58.067
2022-04-07,7:01 PM,SSC,150,40.392,38.932,38.414,1:57.738
2022-04-07,7:04 PM,SSC,150,40.217,38.504,38.547,1:57.268
2022-06-12,2:52 PM,SSC,150,39.798,38.499,38.661,1:56.958
2022-02-03,7:07 PM,TH,150,46.889,45.259,45.179,2:17.327
2022-03-13,11:03 PM,TH,150,46.467,44.789,45.329,2:16.585
2022-04-07,7:26 PM,TH,150,45.761,44.027,43.965,2:13.753
2022-06-06,9:09 PM,TH,150,45.067,43.982,44.314,2:13.363
2022-02-01,6:47 AM,TM,150,44.276,42.327,42.211,2:08.814
2022-02-14,1:53 AM,TM,150,44.187,42.238,41.811,2:08.236
2022-02-23,1:12 AM,TM,150,44.227,41.195,41.863,2:07.285
2022-02-23,1:17 AM,TM,150,43.587,41.366,41.666,2:06.619
2022-03-12,3:41 PM,TM,150,43.460,41.452,41.688,2:06.600
2022-03-26,10:54 PM,TM,150,42.967,41.309,41.270,2:05.546
2022-04-07,7:29 PM,TM,150,42.622,41.578,40.793,2:04.993
2022-02-05,1:13 AM,TR,150,43.510,40.138,40.706,2:04.354
2022-02-09,10:26 PM,TR,150,42.719,40.421,40.052,2:03.390
2022-02-09,10:42 PM,TR,150,42.619,40.164,40.223,2:03.006
2022-02-09,12:14 AM,TR,150,43.453,40.196,40.071,2:03.720
2022-03-06,9:35 PM,TR,150,42.612,39.915,39.239,2:01.766
2022-03-13,10:55 PM,TR,150,42.926,39.531,39.062,2:01.519
2022-03-25,10:41 PM,TR,150,42.159,39.332,39.276,2:00.767
2022-04-07,7:11 PM,TR,150,41.245,39.262,38.577,1:59.084
2022-04-29,10:09 PM,TR,150,41.509,38.659,38.657,1:58.825
2022-06-03,9:34 PM,TR,150,40.815,38.096,38.147,1:57.058
2022-07-23,12:52 PM,TR,150,40.719,38.176,37.768,1:56.663
2022-03-18,1:26 AM,wChM,150,44.661,41.294,41.561,2:07.516
2022-03-18,4:12 AM,wChM,150,44.483,41.307,41.111,2:06.901
2022-03-19,5:40 AM,wChM,150,43.992,41.438,41.459,2:06.889
2022-03-21,12:41 PM,wChM,150,43.233,41.362,41.228,2:05.823
2022-03-23,7:14 PM,wChM,150,43.240,41.080,40.687,2:05.007
2022-04-14,8:02 PM,wChM,150,42.505,41.186,40.392,2:04.083
2022-04-15,3:49 PM,wChM,150,42.211,40.686,40.101,2:02.998
2022-03-19,9:11 AM,wChM,200,33.542,31.585,30.199,1:35.326
2022-03-24,7:22 PM,wChM,200,31.940,91.905,29.029,1:32.874
2022-03-24,7:25 PM,wChM,200,31.281,30.674,30.031,1:31.986
2022-03-18,10:55 AM,wCoM,150,39.645,40.447,37.474,1:57.566
2022-03-18,1:32 AM,wCoM,150,41.176,39.407,38.926,1:59.509
2022-03-18,4:02 AM,wCoM,150,41.552,39.332,37.931,1:58.815
2022-03-19,11:20 PM,wCoM,150,39.667,37.923,37.479,1:55.069
2022-03-19,11:48 PM,wCoM,150,38.988,37.873,36.826,1:53.687
2022-03-19,1:13 AM,wCoM,150,39.511,39.300,38.107,1:56.918
2022-03-19,2:51 AM,wCoM,150,39.867,38.978,37.912,1:56.757
2022-03-19,3:25 AM,wCoM,150,39.836,38.138,37.403,1:55.377
2022-03-25,2:22 PM,wCoM,150,39.452,37.332,36.650,1:53.434
2022-04-07,10:19 PM,wCoM,150,38.821,37.106,36.816,1:52.743
2022-05-26,10:26 PM,wCoM,150,38.910,36.988,36.332,1:52.230
2022-03-19,9:21 AM,wCoM,200,31.184,33.142,29.507,1:33.833
2022-03-24,7:29 PM,wCoM,200,30.691,29.756,32.740,1:33.187
2022-03-24,7:32 PM,wCoM,200,30.440,29.697,30.034,1:30.171
2022-08-04,5:33 PM,wKD,150,41.286,31.497,34.696,1:47.479
2022-08-04,6:56 PM,wKD,150,39.104,31.329,33.414,1:43.847
2022-08-06,3:53 PM,wKD,150,38.557,30.309,34.325,1:43.191
2022-08-06,3:58 PM,wKD,150,39.030,29.520,32.894,1:41.444
2022-08-04,5:30 PM,wMC3,150,37.492,33.954,33.691,1:45.137
2022-08-04,7:10 PM,wMC3,150,36.368,33.710,33.437,1:43.515
2022-08-04,6:04 PM,wMG,150,39.594,44.808,36.428,2:00.830
2022-08-04,6:06 PM,wMG,150,38.640,37.158,36.344,1:52.142
2022-08-04,7:32 PM,wMG,150,37.385,35.961,35.968,1:49.314
2022-08-04,8:17 PM,wMG,150,37.451,35.465,35.424,1:48.340
2022-08-05,5:59 PM,wMG,150,36.813,35.230,35.661,1:47.704
2022-08-06,8:29 PM,wMG,150,35.140,35.987,34.779,1:45.906
2022-08-06,9:34 PM,wMG,150,34.894,32.929,33.453,1:41.276
2022-03-18,10:45 AM,wNH,150,45.240,43.085,44.980,2:13.305
2022-03-18,12:23 AM,wNH,150,47.419,45.726,44.676,2:17.821
2022-03-18,1:39 AM,wNH,150,47.017,45.411,43.337,2:15.765
2022-03-18,2:28 AM,wNH,150,45.718,43.905,45.104,2:14.727
2022-03-18,3:51 AM,wNH,150,44.656,44.045,45.161,2:13.862
2022-03-19,1:32 AM,wNH,150,44.595,43.164,45.145,2:12.904
2022-03-19,1:36 AM,wNH,150,44.708,42.498,42.314,2:09.520
2022-03-19,1:44 AM,wNH,150,44.591,41.966,42.086,2:08.643
2022-03-19,1:55 AM,wNH,150,44.680,41.639,41.629,2:07.948
2022-03-19,6:20 AM,wNH,150,43.666,42.057,42.130,2:07.853
2022-03-19,6:23 AM,wNH,150,43.544,41.314,42.678,2:07.536
2022-03-20,11:59 PM,wNH,150,43.322,41.815,40.785,2:05.922
2022-03-20,1:35 AM,wNH,150,43.293,41.560,41.802,2:06.655
2022-03-21,10:14 AM,wNH,150,43.167,40.396,40.861,2:04.424
2022-03-21,10:20 AM,wNH,150,42.543,40.742,40.709,2:03.994
2022-03-21,9:51 AM,wNH,150,43.321,40.607,41.120,2:05.048
2022-04-23,12:32 AM,wNH,150,43.629,40.367,39.626,2:03.622
2022-04-23,12:56 AM,wNH,150,42.707,40.787,40.031,2:03.525
2022-05-04,10:39 PM,wNH,150,42.961,40.347,40.057,2:03.365
2022-05-04,10:47 PM,wNH,150,42.798,40.548,39.876,2:03.222
2022-05-05,5:37 PM,wNH,150,42.753,39.758,40.466,2:02.977
2022-05-08,10:03 PM,wNH,150,42.303,40.421,39.827,2:02.551
2022-05-24,5:49 PM,wNH,150,42.212,40.277,39.782,2:02.271
2022-06-19,11:51 PM,wNH,150,42.298,39.532,40.315,2:02.145
2022-08-04,5:16 PM,wNYM,150,36.363,34.194,31.345,1:41.902
2022-08-04,5:19 PM,wNYM,150,35.611,32.634,28.822,1:37.067
2022-08-05,5:43 PM,wNYM,150,34.440,31.735,28.698,1:34.873
2022-02-27,8:38 PM,WP,150,39.192,36.514,36.987,1:52.693
2022-03-06,9:38 PM,WP,150,39.717,36.300,36.247,1:52.264
2022-03-12,12:22 PM,WP,150,39.540,36.627,36.068,1:52.235
2022-03-12,1:55 PM,WP,150,39.171,36.551,36.309,1:52.031
2022-03-21,12:04 PM,WP,150,38.977,35.852,37.066,1:51.895
2022-03-21,12:06 PM,WP,150,38.720,36.017,35.944,1:50.681
2022-03-25,11:18 PM,WP,150,38.491,36.185,35.935,1:50.611
2022-03-26,10:50 PM,WP,150,38.629,36.013,35.882,1:50.524
2022-04-01,9:43 AM,WP,150,38.012,36.118,36.186,1:50.316
2022-04-07,6:57 PM,WP,150,38.021,35.996,35.695,1:49.712
2022-04-10,5:51 PM,WP,150,37.314,35.290,35.964,1:48.568
2022-03-18,12:33 AM,wPP,150,42.692,40.747,45.978,2:09.417
2022-03-18,2:50 AM,wPP,150,41.145,40.443,47.696,2:09.284
2022-03-18,2:54 AM,wPP,150,40.411,39.720,48.053,2:08.184
2022-03-18,6:01 AM,wPP,150,40.426,39.087,48.054,2:07.567
2022-03-18,9:55 AM,wPP,150,40.080,39.110,47.427,2:06.617
2022-03-19,11:12 PM,wPP,150,39.704,37.917,44.580,2:02.201
2022-03-19,12:54 AM,wPP,150,40.185,38.863,46.336,2:05.384
2022-03-19,2:38 AM,wPP,150,40.285,38.630,46.186,2:05.101
2022-03-19,3:56 AM,wPP,150,40.209,38.508,45.367,2:04.084
2022-03-19,4:04 AM,wPP,150,40.211,38.722,44.484,2:03.417
2022-03-19,4:09 AM,wPP,150,39.930,38.520,44.617,2:03.067
2022-03-25,2:26 PM,wPP,150,39.641,37.956,43.937,2:01.534
2022-04-07,9:09 PM,wPP,150,39.472,37.769,43.826,2:01.067
2022-04-07,9:13 PM,wPP,150,39.278,37.777,43.279,2:00.334
2022-04-11,7:12 PM,wPP,150,39.075,37.348,43.178,1:59.601
2022-05-05,10:21 PM,wPP,150,38.799,37.799,42.836,1:59.434
2022-03-24,6:25 PM,wPP,200,28.240,28.287,31.307,1:27.834
2022-03-24,6:32 PM,wPP,200,28.171,26.550,32.046,1:26.767
2022-03-18,11:05 AM,wSG,150,33.820,32.980,34.695,1:41.495
2022-03-18,12:10 AM,wSG,150,37.155,34.216,34.904,1:46.275
2022-03-18,12:46 AM,wSG,150,36.187,33.443,34.892,1:44.522
2022-03-18,3:58 AM,wSG,150,35.982,33.619,33.224,1:42.825
2022-03-18,5:01 AM,wSG,150,34.762,34.119,32.655,1:41.536
2022-03-19,1:25 AM,wSG,150,34.913,33.590,32.235,1:40.738
2022-03-19,5:18 AM,wSG,150,33.512,32.924,31.759,1:38.195
2022-04-14,8:10 PM,wSG,150,33.254,32.706,32.185,1:38.145
2022-03-24,8:02 PM,wSG,200,25.296,25.999,24.683,1:15.978
2022-08-04,6:15 PM,wSHS,150,44.652,42.809,42.425,2:09.886
2022-08-04,6:18 PM,wSHS,150,44.443,41.465,41.446,2:07.354
2022-08-04,5:57 PM,wSL,150,38.517,36.842,35.171,1:50.530
2022-08-04,7:16 PM,wSL,150,37.858,35.308,34.728,1:47.894
2022-08-04,7:25 PM,wSL,150,38.254,34.749,34.201,1:47.204
2022-08-04,8:26 PM,wSL,150,36.746,34.887,34.567,1:46.200
2022-08-06,9:42 PM,wSL,150,36.219,33.053,32.870,1:42.142
2022-08-06,9:47 PM,wSL,150,34.395,32.092,32.016,1:38.503
2022-03-18,2:04 AM,wSR,150,42.912,40.604,41.957,2:05.473
2022-03-18,2:32 AM,wSR,150,42.452,38.851,41.698,2:03.001
2022-03-18,2:36 AM,wSR,150,40.890,39.161,40.066,2:00.117
2022-03-18,2:46 AM,wSR,150,41.017,38.275,38.646,1:57.938
2022-03-19,4:27 AM,wSR,150,40.684,38.311,38.920,1:57.915
2022-03-19,4:34 AM,wSR,150,41.013,37.946,38.414,1:57.373
2022-03-20,12:57 AM,wSR,150,40.879,38.080,38.211,1:57.170
2022-03-21,10:27 AM,wSR,150,40.696,38.058,38.104,1:56.858
2022-04-14,8:18 PM,wSR,150,40.591,37.854,37.695,1:56.140
2022-05-05,10:31 PM,wSR,150,40.337,37.359,38.386,1:56.082
2022-08-04,5:49 PM,wSS,150,41.301,57.766,41.684,2:20.751
2022-08-04,5:52 PM,wSS,150,40.954,57.530,37.950,2:16.434
2022-08-05,6:04 PM,wSS,150,40.787,56.730,38.050,2:15.567
2022-08-05,6:16 PM,wSS,150,40.901,55.533,38.167,2:14.601
2022-08-05,6:39 PM,wSS,150,39.851,54.933,38.017,2:12.801
2022-03-18,10:37 AM,wTB,150,32.350,27.912,34.881,1:35.143
2022-03-18,2:14 AM,wTB,150,32.467,28.480,34.945,1:35.892
2022-03-18,3:42 AM,wTB,150,32.140,27.833,35.600,1:35.573
2022-03-18,3:47 AM,wTB,150,32.064,27.946,35.496,1:35.506
2022-03-18,4:58 AM,wTB,150,32.070,27.405,35.904,1:35.379
2022-04-11,6:22 PM,wTB,150,31.849,27.805,34.817,1:34.471
2022-04-28,10:26 PM,wTB,150,31.739,27.015,35.530,1:34.284
2022-03-19,9:14 AM,wTB,200,23.557,20.146,25.248,1:08.951
2022-03-19,9:16 AM,wTB,200,22.745,19.854,25.986,1:08.585
2022-03-21,10:34 AM,wTB,200,22.977,19.746,25.571,1:08.294
2022-03-24,7:43 PM,wTB,200,22.981,19.965,25.298,1:08.244
2022-03-18,10:05 AM,wTC,150,31.570,29.615,29.098,1:30.283
2022-03-18,12:58 AM,wTC,150,31.943,30.308,29.630,1:31.881
2022-03-18,3:28 AM,wTC,150,31.834,29.912,29.786,1:31.532
2022-03-18,4:07 AM,wTC,150,31.796,29.610,29.627,1:31.033
2022-03-19,12:57 AM,wTC,150,31.602,29.489,28.974,1:30.065
2022-03-19,8:58 AM,wTC,150,31.937,29.093,28.892,1:29.922
2022-04-11,8:18 PM,wTC,150,31.203,29.368,28.735,1:29.306
2022-03-19,9:03 AM,wTC,200,22.872,20.682,21.776,1:05.330
2022-03-24,6:37 PM,wTC,200,22.442,20.783,20.650,1:03.875
2022-08-04,5:42 PM,wWP,150,60.031,54.734,54.997,2:49.762
2022-08-04,5:46 PM,wWP,150,54.291,53.811,54.088,2:42.190
2022-08-04,7:53 PM,wWP,150,54.168,52.069,49.822,2:36.059
2022-08-05,6:58 PM,wWP,150,52.267,50.887,50.982,2:34.136
2022-08-05,8:49 PM,wWP,150,52.305,49.465,49.060,2:30.830
2022-08-06,3:40 PM,wWP,150,52.020,49.850,48.930,2:30.800
