ID,Track,Time,Version,Items,Speed,Category
22/04/21 (14:010),Start,0.0,150cc,Cartridge,Egg Cup,Bonus Cups
22/07/25 (14:011),Start,0.0,150cc,Cartridge,Egg Cup,Bonus Cups
22/07/25 (14:012),Start,0.0,150cc,Cartridge,Egg Cup,Bonus Cups
22/07/25 (14:013),Start,0.0,150cc,Cartridge,Egg Cup,Bonus Cups
22/07/25 (14:014),Start,0.0,150cc,Cartridge,Egg Cup,Bonus Cups
22/08/20 (14:017),Start,0.0,150cc,Cartridge,Egg Cup,Bonus Cups
22/08/20 (14:018),Start,0.0,150cc,Cartridge,Egg Cup,Bonus Cups
22/08/20 (14:019),Start,0.0,150cc,Cartridge,Egg Cup,Bonus Cups
(14:000),Start,0.0,150cc,Cartridge,Egg Cup,Bonus Cups
22/04/13 (15:001),Start,0.0,150cc,Cartridge,Triforce Cup,Bonus Cups
22/04/15 (15:002),Start,0.0,150cc,Cartridge,Triforce Cup,Bonus Cups
22/08/22 (15:003),Start,0.0,150cc,Cartridge,Triforce Cup,Bonus Cups
22/08/22 (15:004),Start,0.0,150cc,Cartridge,Triforce Cup,Bonus Cups
22/08/22 (15:006),Start,0.0,150cc,Cartridge,Triforce Cup,Bonus Cups
22/08/22 (15:007),Start,0.0,150cc,Cartridge,Triforce Cup,Bonus Cups
22/08/26 (15:009),Start,0.0,150cc,Cartridge,Triforce Cup,Bonus Cups
22/08/28 (15:010),Start,0.0,150cc,Cartridge,Triforce Cup,Bonus Cups
22/08/28 (15:011),Start,0.0,150cc,Cartridge,Triforce Cup,Bonus Cups
22/08/28 (15:012),Start,0.0,150cc,Cartridge,Triforce Cup,Bonus Cups
(15:000),Start,0.0,150cc,Cartridge,Triforce Cup,Bonus Cups
22/05/28 (16:001),Start,0.0,150cc,Cartridge,Banana Cup,Retro Cups
22/07/24 (16:002),Start,0.0,150cc,Cartridge,Banana Cup,Retro Cups
22/08/20 (16:003),Start,0.0,150cc,Cartridge,Banana Cup,Retro Cups
22/08/20 (16:005),Start,0.0,150cc,Cartridge,Banana Cup,Retro Cups
22/08/20 (16:007),Start,0.0,150cc,Cartridge,Banana Cup,Retro Cups
22/08/20 (16:008),Start,0.0,150cc,Cartridge,Banana Cup,Retro Cups
22/08/20 (16:011),Start,0.0,150cc,Cartridge,Banana Cup,Retro Cups
22/08/20 (16:013),Start,0.0,150cc,Cartridge,Banana Cup,Retro Cups
22/05/28 (17:001),Start,0.0,150cc,Cartridge,Lightning Cup,Retro Cups
22/05/28 (17:002),Start,0.0,150cc,Cartridge,Lightning Cup,Retro Cups
22/05/28 (17:003),Start,0.0,150cc,Cartridge,Lightning Cup,Retro Cups
22/05/28 (17:005),Start,0.0,150cc,Cartridge,Lightning Cup,Retro Cups
22/08/28 (17:006),Start,0.0,150cc,Cartridge,Lightning Cup,Retro Cups
22/08/28 (17:007),Start,0.0,150cc,Cartridge,Lightning Cup,Retro Cups
(17:000),Start,0.0,150cc,Cartridge,Lightning Cup,Retro Cups
22/08/24 (01:001),bNYM,118.282324,150cc,Cartridge,Turnip Cup,DLC Cups
22/08/29 (01:002),bNYM,116.748199,150cc,Cartridge,Turnip Cup,DLC Cups
22/08/24 (01:001),bMC3,128.150125,150cc,Cartridge,Turnip Cup,DLC Cups
22/08/29 (01:002),bMC3,131.130977,150cc,Cartridge,Turnip Cup,DLC Cups
22/08/24 (01:001),bKD,129.917433,150cc,Cartridge,Turnip Cup,DLC Cups
22/08/29 (01:002),bKD,130.456916,150cc,Cartridge,Turnip Cup,DLC Cups
22/08/24 (01:001),bWP,180.484949,150cc,Cartridge,Turnip Cup,DLC Cups
22/08/29 (01:002),bWP,180.426081,150cc,Cartridge,Turnip Cup,DLC Cups
22/08/24 (02:001),bPP,141.356602,150cc,Cartridge,Golden Dash Cup,DLC Cups
22/08/24 (02:002),bPP,141.050109,150cc,Cartridge,Golden Dash Cup,DLC Cups
22/08/24 (02:001),bTC,110.970324,150cc,Cartridge,Golden Dash Cup,DLC Cups
22/08/24 (02:002),bTC,110.491326,150cc,Cartridge,Golden Dash Cup,DLC Cups
22/08/24 (02:001),bChM,147.113088,150cc,Cartridge,Golden Dash Cup,DLC Cups
22/08/24 (02:002),bChM,147.321462,150cc,Cartridge,Golden Dash Cup,DLC Cups
(02:000),bCoM,146.808457,150cc,Cartridge,Golden Dash Cup,DLC Cups
22/08/24 (02:001),bCoM,146.808457,150cc,Cartridge,Golden Dash Cup,DLC Cups
22/08/24 (02:002),bCoM,143.734485,150cc,Cartridge,Golden Dash Cup,DLC Cups
22/04/25 (03:001),MC,142.511014,150cc,Cartridge,Flower Cup,Nitro Cups
22/04/25 (03:002),MC,139.179957,150cc,Cartridge,Flower Cup,Nitro Cups
22/08/22 (03:003),MC,138.714933,150cc,Cartridge,Flower Cup,Nitro Cups
22/08/29 (03:004),MC,137.061728,150cc,Cartridge,Flower Cup,Nitro Cups
22/08/29 (03:005),MC,137.134497,150cc,Cartridge,Flower Cup,Nitro Cups
(03:000),TH,159.253982,150cc,Cartridge,Flower Cup,Nitro Cups
22/04/25 (03:001),TH,163.603085,150cc,Cartridge,Flower Cup,Nitro Cups
22/04/25 (03:002),TH,161.764306,150cc,Cartridge,Flower Cup,Nitro Cups
22/08/22 (03:003),TH,159.253982,150cc,Cartridge,Flower Cup,Nitro Cups
22/08/29 (03:004),TH,161.850591,150cc,Cartridge,Flower Cup,Nitro Cups
22/08/29 (03:005),TH,159.077528,150cc,Cartridge,Flower Cup,Nitro Cups
(03:000),TM,152.588125,150cc,Cartridge,Flower Cup,Nitro Cups
22/04/25 (03:001),TM,154.464062,150cc,Cartridge,Flower Cup,Nitro Cups
22/04/25 (03:002),TM,152.204189,150cc,Cartridge,Flower Cup,Nitro Cups
22/08/22 (03:003),TM,152.588125,150cc,Cartridge,Flower Cup,Nitro Cups
22/08/29 (03:004),TM,152.653937,150cc,Cartridge,Flower Cup,Nitro Cups
22/08/29 (03:005),TM,152.377032,150cc,Cartridge,Flower Cup,Nitro Cups
(03:000),SGF,160.294525,150cc,Cartridge,Flower Cup,Nitro Cups
22/04/25 (03:001),SGF,165.088347,150cc,Cartridge,Flower Cup,Nitro Cups
22/04/25 (03:002),SGF,159.832535,150cc,Cartridge,Flower Cup,Nitro Cups
22/08/22 (03:003),SGF,160.294525,150cc,Cartridge,Flower Cup,Nitro Cups
22/08/29 (03:004),SGF,158.964877,150cc,Cartridge,Flower Cup,Nitro Cups
22/08/29 (03:005),SGF,160.183201,150cc,Cartridge,Flower Cup,Nitro Cups
22/04/15 (04:001),SA,156.305999,150cc,Cartridge,Star Cup,Nitro Cups
22/04/15 (04:002),SA,154.596,150cc,Cartridge,Star Cup,Nitro Cups
22/08/22 (04:003),SA,151.835314,150cc,Cartridge,Star Cup,Nitro Cups
22/08/23 (04:005),SA,152.283245,150cc,Cartridge,Star Cup,Nitro Cups
22/08/29 (04:006),SA,153.76941,150cc,Cartridge,Star Cup,Nitro Cups
22/08/29 (04:007),SA,152.650329,150cc,Cartridge,Star Cup,Nitro Cups
22/04/15 (04:001),DS,153.709999,150cc,Cartridge,Star Cup,Nitro Cups
22/04/15 (04:002),DS,151.293999,150cc,Cartridge,Star Cup,Nitro Cups
22/08/22 (04:003),DS,152.183024,150cc,Cartridge,Star Cup,Nitro Cups
22/08/23 (04:005),DS,151.975236,150cc,Cartridge,Star Cup,Nitro Cups
22/08/29 (04:006),DS,152.136363,150cc,Cartridge,Star Cup,Nitro Cups
22/08/29 (04:007),DS,151.782405,150cc,Cartridge,Star Cup,Nitro Cups
22/04/15 (04:001),Ed,157.316,150cc,Cartridge,Star Cup,Nitro Cups
22/04/15 (04:002),Ed,157.103999,150cc,Cartridge,Star Cup,Nitro Cups
22/08/22 (04:003),Ed,156.490347,150cc,Cartridge,Star Cup,Nitro Cups
22/08/23 (04:005),Ed,156.461495,150cc,Cartridge,Star Cup,Nitro Cups
22/08/29 (04:006),Ed,158.012408,150cc,Cartridge,Star Cup,Nitro Cups
22/08/29 (04:007),Ed,156.491811,150cc,Cartridge,Star Cup,Nitro Cups
(04:000),MW,147.232001,150cc,Cartridge,Star Cup,Nitro Cups
22/04/15 (04:001),MW,145.358,150cc,Cartridge,Star Cup,Nitro Cups
22/04/15 (04:002),MW,147.232,150cc,Cartridge,Star Cup,Nitro Cups
22/08/23 (04:005),MW,141.897043,150cc,Cartridge,Star Cup,Nitro Cups
22/08/29 (04:006),MW,141.667133,150cc,Cartridge,Star Cup,Nitro Cups
22/08/29 (04:007),MW,141.830048,150cc,Cartridge,Star Cup,Nitro Cups
22/04/13 (05:001),dNBC,143.81,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/13 (05:002),dNBC,142.268,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/13 (05:003),dNBC,142.742,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/23 (05:004),dNBC,141.422623,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/23 (05:005),dNBC,141.769082,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/23 (05:006),dNBC,142.090208,150cc,Cartridge,Bell Cup,Bonus Cups
22/05/28 (05:007),dNBC,143.756642,150cc,Cartridge,Bell Cup,Bonus Cups
22/08/24 (05:008),dNBC,140.199609,150cc,Cartridge,Bell Cup,Bonus Cups
22/08/24 (05:009),dNBC,141.404239,150cc,Cartridge,Bell Cup,Bonus Cups
22/08/24 (05:010),dNBC,140.380465,150cc,Cartridge,Bell Cup,Bonus Cups
22/08/24 (05:011),dNBC,140.476168,150cc,Cartridge,Bell Cup,Bonus Cups
(05:000),dRiR,145.495915,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/13 (05:001),dRiR,149.345,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/13 (05:002),dRiR,154.445,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/13 (05:003),dRiR,145.594,150cc,Cartridge,Bell Cup,Bonus Cups
22/04/23 (05:004),dRiR,149.188596,150cc,Cartridge,Bell Cup,Bonus Cups
