ID,Track,Time,Version,Items,Speed,Category,Center median,Center offset,Split
22/07/04 (08:019),3DS DK Jungle,3544.3482349999995,No Items,Cartridge,150cc,48 Tracks,3619.4200630000005,-75.071828000001,0:59:04.348235
22/07/04 (08:019),DS Wario Stadium,3697.2384699999993,No Items,Cartridge,150cc,48 Tracks,3774.9858310000004,-77.74736100000109,1:01:37.238470
22/07/04 (08:019),GCN Sherbet Land,3844.4659729999994,No Items,Cartridge,150cc,48 Tracks,3928.0846100000003,-83.61863700000094,1:04:04.465973
22/07/04 (08:019),3DS Music Park,4002.1360169999994,No Items,Cartridge,150cc,48 Tracks,4089.056077,-86.92006000000083,1:06:42.136017
22/07/04 (08:019),N64 Yoshi Valley,4159.711445999999,No Items,Cartridge,150cc,48 Tracks,4248.728456,-89.01701000000048,1:09:19.711446
22/07/04 (08:019),DS Tick-Tock Clock,4303.608886999999,No Items,Cartridge,150cc,48 Tracks,4395.904192,-92.29530500000055,1:11:43.608887
22/07/04 (08:019),3DS Piranha Plant Slide,4464.897892999999,No Items,Cartridge,150cc,48 Tracks,4561.594264,-96.69637100000091,1:14:24.897893
22/07/04 (08:019),Wii Grumble Volcano,4618.92394,No Items,Cartridge,150cc,48 Tracks,4717.089341,-98.1654010000002,1:16:58.923940
22/07/04 (08:019),N64 Rainbow Road,4732.129349,No Items,Cartridge,150cc,48 Tracks,4831.465509,-99.33615999999984,1:18:52.129349
22/07/04 (08:019),GCN Yoshi Circuit,4878.980705,No Items,Cartridge,150cc,48 Tracks,4980.426326,-101.44562099999985,1:21:18.980705
22/07/04 (08:019),Excitebike Arena,5020.964091,No Items,Cartridge,150cc,48 Tracks,5123.156116,-102.19202500000029,1:23:40.964091
22/07/04 (08:019),Dragon Driftway,5162.863429,No Items,Cartridge,150cc,48 Tracks,5271.952265,-109.0888359999999,1:26:02.863429
22/07/04 (08:019),Mute City,5317.176443,No Items,Cartridge,150cc,48 Tracks,5424.148803,-106.97235999999975,1:28:37.176443
22/07/04 (08:019),Wii Wario's Gold Mine,5474.900362,No Items,Cartridge,150cc,48 Tracks,5585.863469,-110.96310699999958,1:31:14.900362
22/07/04 (08:019),SNES Rainbow Road,5596.572263,No Items,Cartridge,150cc,48 Tracks,5710.982153,-114.4098899999999,1:33:16.572263
22/07/04 (08:019),Ice Ice Outpost,5737.781355,No Items,Cartridge,150cc,48 Tracks,5860.346265,-122.56491000000005,1:35:37.781355
22/07/04 (08:019),Hyrule Circuit,5886.829167,No Items,Cartridge,150cc,48 Tracks,6014.13263,-127.30346300000019,1:38:06.829167
22/07/04 (08:019),GCN Baby Park,5985.404332,No Items,Cartridge,150cc,48 Tracks,6114.322981,-128.9186490000002,1:39:45.404332
22/07/04 (08:019),GBA Cheese Land,6133.088028,No Items,Cartridge,150cc,48 Tracks,6266.618675000001,-133.5306470000005,1:42:13.088028
22/07/04 (08:019),Wild Woods,6276.219675,No Items,Cartridge,150cc,48 Tracks,6412.4786970000005,-136.2590220000002,1:44:36.219675
22/07/04 (08:019),Animal Crossing,6421.005256,No Items,Cartridge,150cc,48 Tracks,6561.658051,-140.65279499999997,1:47:01.005256
22/07/04 (08:019),3DS Neo Bowser City,6568.447683,No Items,Cartridge,150cc,48 Tracks,6714.048377,-145.60069399999975,1:49:28.447683
22/07/04 (08:019),GBA Ribbon Road,6724.885295,No Items,Cartridge,150cc,48 Tracks,6871.854218,-146.96892300000036,1:52:04.885295
22/07/04 (08:019),Super Bell Subway,6868.753463,No Items,Cartridge,150cc,48 Tracks,7021.344319000001,-152.5908560000007,1:54:28.753463
22/07/04 (08:019),Big Blue,6989.177314,No Items,Cartridge,150cc,48 Tracks,7142.956953000001,-153.77963900000123,1:56:29.177314
